;pv_mw;bess_mw;bess_h;contract_share;target_IRR;required_PPA_eur_MWh;final_IRR;NPV_at_target_IRR_kEUR;avg_revenue_at_required_PPA_kEUR_yr;avg_EBITDA_at_required_PPA_kEUR_yr;capex_kEUR;npv_at_ppa_min_kEUR;npv_at_ppa_max_kEUR;irr_at_ppa_min;irr_at_ppa_max;status;target_IRR_pct
248;12;6;4;0.25;0.07;214.7404312;0.07;0;1966;1507;12549;-12873;4455;;0.109641601;Solved;7
249;8;6;2;0.25;0.07;214.9804786;0.07;0;1499;1076;8665;-10431;3564;;0.112961535;Solved;7
250;8;12;4;0.5;0.07;216.694083;0.07;0;2615;2065;16051;-20744;7141;;0.114784986;Solved;7
251;12;8;2;0.25;0.07;222.6839432;0.07;0;2033;1440;11951;-13491;4052;;0.107955367;Solved;7
252;10;6;4;0.25;0.07;224.3432377;0.07;0;1816;1402;11525;-12105;3551;;0.104231634;Solved;7
253;4;4;4;0.25;0.07;229.0852776;0.07;0;1096;881;6603;-8137;2280;;0.103848795;Solved;7
254;6;6;2;0.25;0.07;229.7843462;0.07;0;1359;983;7641;-9696;2615;;0.105119042;Solved;7
255;2;12;4;0.75;0.07;230.4451223;0.07;0;2424;2013;12979;-19819;5502;;0.10469189;Solved;7
256;4;12;2;0.5;0.07;230.6361456;0.07;0;2047;1481;10331;-16454;4512;;0.109207162;Solved;7
257;10;8;2;0.25;0.07;232.7034437;0.07;0;1882;1335;10927;-12688;3170;;0.102322155;Solved;7
258;2;4;2;0.25;0.07;233.6136874;0.07;0;852;647;4355;-6792;1740;;0.104301635;Solved;7
259;4;10;4;0.5;0.07;236.2379766;0.07;0;2100;1703;12153;-16745;4155;;0.102222216;Solved;7
260;6;12;4;0.5;0.07;237.480729;0.07;0;2510;2007;15027;-19782;4778;;0.101960177;Solved;7
261;8;6;4;0.25;0.07;237.4929652;0.07;0;1671;1302;10501;-11376;2619;;0.097541359;Solved;7
262;2;8;4;0.5;0.07;238.1657179;0.07;0;1702;1412;9279;-13719;3269;;0.100048087;Solved;7
263;2;10;2;0.5;0.07;239.1080322;0.07;0;1714;1273;8069;-13858;3216;;0.102437851;Solved;7
264;12;8;4;0.25;0.07;245.5939888;0.07;0;2252;1731;14399;-14640;2822;;0.09304337;Solved;7
265;8;8;2;0.25;0.07;247.1789343;0.07;0;1741;1240;9903;-11931;2240;;0.095027383;Solved;7
266;12;10;2;0.25;0.07;247.8693045;0.07;0;2264;1592;13189;-14982;2720;;0.094083174;Solved;7
267;4;6;2;0.25;0.07;253.1361993;0.07;0;1234;904;6617;-8984;1507;;0.092834385;Solved;7
268;6;6;4;0.25;0.07;257.8155303;0.07;0;1540;1218;9477;-10684;1599;;0.088500036;Solved;7
269;10;8;4;0.25;0.07;259.5536795;0.07;0;2107;1632;13375;-13929;1899;;0.086699528;Solved;7
270;10;10;2;0.25;0.07;261.4253836;0.07;0;2119;1493;12165;-14201;1830;;0.087559616;Solved;7
271;2;4;4;0.25;0.07;262.5686495;0.07;0;986;818;5579;-7501;978;;0.086513048;Solved;7
272;4;12;4;0.5;0.07;267.9092168;0.07;0;2435;1977;14003;-18861;2095;;0.084942973;Solved;7
273;6;8;2;0.25;0.07;268.7943773;0.07;0;1612;1157;8879;-11208;1185;;0.08465838;Solved;7
274;2;12;2;0.5;0.07;271.4099748;0.07;0;2002;1482;9307;-15616;1506;;0.0840851;Solved;7
275;12;12;2;0.25;0.07;273.7711385;0.07;0;2497;1746;14427;-16482;1374;;0.081568875;Solved;7
276;2;10;4;0.5;0.07;278.1664856;0.07;0;2058;1708;11129;-15878;1151;;0.079549996;Solved;7
277;12;10;4;0.25;0.07;278.4161685;0.07;0;2542;1960;16249;-16540;1124;;0.07851156;Solved;7
278;4;6;4;0.25;0.07;287.6938451;0.07;0;1424;1148;8453;-10019;395;;0.075066691;Solved;7
279;10;12;2;0.25;0.07;291.5600862;0.07;0;2361;1656;13403;-15732;418;;0.073802937;Solved;7
280;2;6;2;0.25;0.07;293.2375755;0.07;0;1132;849;5593;-8353;176;;0.073034006;Solved;7
281;10;10;4;0.25;0.07;297.3373359;0.07;0;2407;1872;15225;-15859;131;;0.071066336;Solved;7
282;2;0;2;0;0.07;;;;;;1879;-2267;-2267;;;Target not reached even at 300.0 €/MWh;7
283;2;2;2;0;0.07;;;;;;3117;-3156;-3156;;;Target not reached even at 300.0 €/MWh;7
284;2;2;4;0;0.07;;;;;;3729;-3010;-3009;;;Target not reached even at 300.0 €/MWh;7
285;2;4;2;0;0.07;;;;;;4355;-4233;-4233;;;Target not reached even at 300.0 €/MWh;7
286;2;4;4;0;0.07;;;;;;5579;-4487;-4486;;;Target not reached even at 300.0 €/MWh;7
287;2;6;2;0;0.07;;;;;;5593;-5523;-5522;;;Target not reached even at 300.0 €/MWh;7
288;2;6;4;0;0.07;;;;;;7429;-6265;-6264;;;Target not reached even at 300.0 €/MWh;7
289;2;6;4;0.25;0.07;;;;;;7429;-9448;-998;;0.055730624;Target not reached even at 300.0 €/MWh;7
290;2;8;2;0;0.07;;;;;;6831;-6985;-6984;;;Target not reached even at 300.0 €/MWh;7
291;2;8;2;0.25;0.07;;;;;;6831;-9940;-1418;;0.048038652;Target not reached even at 300.0 €/MWh;7
292;2;8;4;0;0.07;;;;;;9279;-8116;-8116;;;Target not reached even at 300.0 €/MWh;7
293;2;8;4;0.25;0.07;;;;;;9279;-11426;-2994;;0.032432078;Target not reached even at 300.0 €/MWh;7
294;2;10;2;0;0.07;;;;;;8069;-8511;-8510;;;Target not reached even at 300.0 €/MWh;7
295;2;10;2;0.25;0.07;;;;;;8069;-11558;-3030;;0.026996898;Target not reached even at 300.0 €/MWh;7
296;2;10;4;0;0.07;;;;;;11129;-10035;-10035;;;Target not reached even at 300.0 €/MWh;7
297;2;10;4;0.25;0.07;;;;;;11129;-13454;-5022;;0.013353931;Target not reached even at 300.0 €/MWh;7
298;2;12;2;0;0.07;;;;;;9307;-10092;-10092;;;Target not reached even at 300.0 €/MWh;7
299;2;12;2;0.25;0.07;;;;;;9307;-13198;-4662;;0.008490711;Target not reached even at 300.0 €/MWh;7
300;2;12;4;0;0.07;;;;;;12979;-12060;-12060;;;Target not reached even at 300.0 €/MWh;7
301;2;12;4;0.25;0.07;;;;;;12979;-15511;-7075;;;Target not reached even at 300.0 €/MWh;7
302;2;12;4;0.5;0.07;;;;;;12979;-18051;-971;;0.062620096;Target not reached even at 300.0 €/MWh;7
303;4;0;2;0;0.07;;;;;;2903;-2734;-2734;;;Target not reached even at 300.0 €/MWh;7
304;4;2;2;0;0.07;;;;;;4141;-3541;-3541;;;Target not reached even at 300.0 €/MWh;7
305;4;2;4;0;0.07;;;;;;4753;-3272;-3271;;;Target not reached even at 300.0 €/MWh;7
306;4;4;2;0;0.07;;;;;;5379;-4453;-4453;;;Target not reached even at 300.0 €/MWh;7
307;4;4;4;0;0.07;;;;;;6603;-4242;-4241;;;Target not reached even at 300.0 €/MWh;7
308;4;6;2;0;0.07;;;;;;6617;-5517;-5517;;;Target not reached even at 300.0 €/MWh;7
309;4;6;4;0;0.07;;;;;;8453;-5602;-5602;;;Target not reached even at 300.0 €/MWh;7
310;4;6;4;0.75;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
311;4;8;2;0;0.07;;;;;;7855;-6681;-6680;;;Target not reached even at 300.0 €/MWh;7
312;4;8;2;0.25;0.07;;;;;;7855;-10518;-24;;0.069670963;Target not reached even at 300.0 €/MWh;7
313;4;8;2;0.75;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
314;4;8;4;0;0.07;;;;;;10303;-7273;-7272;;;Target not reached even at 300.0 €/MWh;7
315;4;8;4;0.25;0.07;;;;;;10303;-11938;-1545;;0.052422595;Target not reached even at 300.0 €/MWh;7
316;4;10;2;0;0.07;;;;;;9093;-7952;-7951;;;Target not reached even at 300.0 €/MWh;7
317;4;10;2;0.25;0.07;;;;;;9093;-12090;-1588;;0.049786866;Target not reached even at 300.0 €/MWh;7
318;4;10;4;0;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
319;4;10;4;0.25;0.07;;;;;;12153;-13889;-3523;;0.033703514;Target not reached even at 300.0 €/MWh;7
320;4;12;2;0;0.07;;;;;;10331;-9346;-9344;;;Target not reached even at 300.0 €/MWh;7
321;4;12;2;0.25;0.07;;;;;;10331;-13675;-3170;;0.032293173;Target not reached even at 300.0 €/MWh;7
322;4;12;4;0;0.07;;;;;;14003;-11038;-11038;;;Target not reached even at 300.0 €/MWh;7
323;4;12;4;0.25;0.07;;;;;;14003;-15875;-5520;;0.017775341;Target not reached even at 300.0 €/MWh;7
324;6;0;2;0;0.07;;;;;;3927;-3263;-3263;;;Target not reached even at 300.0 €/MWh;7
325;6;2;2;0;0.07;;;;;;5165;-4024;-4024;;;Target not reached even at 300.0 €/MWh;7
326;6;2;4;0;0.07;;;;;;5777;-3711;-3710;;;Target not reached even at 300.0 €/MWh;7
327;6;4;2;0;0.07;;;;;;6403;-4848;-4847;;;Target not reached even at 300.0 €/MWh;7
328;6;4;4;0;0.07;;;;;;7627;-4460;-4459;;;Target not reached even at 300.0 €/MWh;7
329;6;6;2;0;0.07;;;;;;7641;-5815;-5813;;;Target not reached even at 300.0 €/MWh;7
330;6;6;4;0;0.07;;;;;;9477;-5538;-5538;;;Target not reached even at 300.0 €/MWh;7
331;6;8;2;0;0.07;;;;;;8879;-6869;-6868;;;Target not reached even at 300.0 €/MWh;7
332;6;8;4;0;0.07;;;;;;11327;-6863;-6862;;;Target not reached even at 300.0 €/MWh;7
333;6;8;4;0.25;0.07;;;;;;11327;-12561;-282;;0.067074126;Target not reached even at 300.0 €/MWh;7
334;6;10;2;0;0.07;;;;;;10117;-8008;-8006;;;Target not reached even at 300.0 €/MWh;7
335;6;10;2;0.25;0.07;;;;;;10117;-12747;-336;;0.066132192;Target not reached even at 300.0 €/MWh;7
336;6;10;4;0;0.07;;;;;;13177;-8432;-8432;;;Target not reached even at 300.0 €/MWh;7
337;6;10;4;0.25;0.07;;;;;;13177;-14489;-2217;;0.049013949;Target not reached even at 300.0 €/MWh;7
338;6;12;2;0;0.07;;;;;;11355;-9240;-9239;;;Target not reached even at 300.0 €/MWh;7
339;6;12;2;0.25;0.07;;;;;;11355;-14308;-1889;;0.049594661;Target not reached even at 300.0 €/MWh;7
340;6;12;4;0;0.07;;;;;;15027;-10283;-10283;;;Target not reached even at 300.0 €/MWh;7
341;6;12;4;0.25;0.07;;;;;;15027;-16446;-4180;;0.033465502;Target not reached even at 300.0 €/MWh;7
342;8;0;2;0;0.07;;;;;;4951;-3820;-3820;;;Target not reached even at 300.0 €/MWh;7
343;8;2;2;0;0.07;;;;;;6189;-4560;-4560;;;Target not reached even at 300.0 €/MWh;7
344;8;2;4;0;0.07;;;;;;6801;-4220;-4219;;;Target not reached even at 300.0 €/MWh;7
345;8;4;2;0;0.07;;;;;;7427;-5333;-5333;;;Target not reached even at 300.0 €/MWh;7
346;8;4;4;0;0.07;;;;;;8651;-4847;-4846;;;Target not reached even at 300.0 €/MWh;7
347;8;6;2;0;0.07;;;;;;8665;-6222;-6221;;;Target not reached even at 300.0 €/MWh;7
348;8;6;2;0.5;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
349;8;6;4;0;0.07;;;;;;10501;-5745;-5745;;;Target not reached even at 300.0 €/MWh;7
350;8;8;2;0;0.07;;;;;;9903;-7213;-7211;;;Target not reached even at 300.0 €/MWh;7
351;8;8;4;0;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
352;8;8;4;0.25;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
353;8;8;4;0.5;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
354;8;8;4;0.75;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
355;8;10;2;0;0.07;;;;;;11141;-8274;-8273;;;Target not reached even at 300.0 €/MWh;7
356;8;10;2;0.25;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
357;8;10;4;0;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
358;8;10;4;0.25;0.07;;;;;;14201;-15154;-1000;;0.061254372;Target not reached even at 300.0 €/MWh;7
359;8;12;2;0;0.07;;;;;;;;;;;Error: Incomplete scenario A or C years.;7
360;8;12;2;0.25;0.07;;;;;;12379;-15008;-699;;0.063091696;Target not reached even at 300.0 €/MWh;7
361;8;12;4;0;0.07;;;;;;16051;-9821;-9821;;;Target not reached even at 300.0 €/MWh;7
362;8;12;4;0.25;0.07;;;;;;16051;-17098;-2929;;0.046256206;Target not reached even at 300.0 €/MWh;7
363;10;0;2;0;0.07;;;;;;5975;-4394;-4394;;;Target not reached even at 300.0 €/MWh;7
364;10;2;2;0;0.07;;;;;;7213;-5122;-5121;;;Target not reached even at 300.0 €/MWh;7
365;10;2;4;0;0.07;;;;;;7825;-4763;-4762;;;Target not reached even at 300.0 €/MWh;7
366;10;4;2;0;0.07;;;;;;8451;-5864;-5863;;;Target not reached even at 300.0 €/MWh;7
367;10;4;4;0;0.07;;;;;;9675;-5320;-5320;;;Target not reached even at 300.0 €/MWh;7
368;10;6;2;0;0.07;;;;;;9689;-6708;-6706;;;Target not reached even at 300.0 €/MWh;7
369;10;6;4;0;0.07;;;;;;11525;-6097;-6096;;;Target not reached even at 300.0 €/MWh;7
370;10;8;2;0;0.07;;;;;;10927;-7645;-7642;;;Target not reached even at 300.0 €/MWh;7
371;10;8;4;0;0.07;;;;;;13375;-7100;-7100;;;Target not reached even at 300.0 €/MWh;7
372;10;10;2;0;0.07;;;;;;12165;-8654;-8651;;;Target not reached even at 300.0 €/MWh;7
373;10;10;4;0;0.07;;;;;;15225;-8270;-8270;;;Target not reached even at 300.0 €/MWh;7
374;10;12;2;0;0.07;;;;;;13403;-9747;-9746;;;Target not reached even at 300.0 €/MWh;7
375;10;12;4;0;0.07;;;;;;17075;-9712;-9712;;;Target not reached even at 300.0 €/MWh;7
376;10;12;4;0.25;0.07;;;;;;17075;-17782;-1771;;0.056606446;Target not reached even at 300.0 €/MWh;7
377;12;0;2;0;0.07;;;;;;6999;-4982;-4982;;;Target not reached even at 300.0 €/MWh;7
378;12;2;2;0;0.07;;;;;;8237;-5703;-5702;;;Target not reached even at 300.0 €/MWh;7
379;12;2;4;0;0.07;;;;;;8849;-5332;-5331;;;Target not reached even at 300.0 €/MWh;7
380;12;4;2;0;0.07;;;;;;9475;-6424;-6423;;;Target not reached even at 300.0 €/MWh;7
381;12;4;4;0;0.07;;;;;;10699;-5846;-5845;;;Target not reached even at 300.0 €/MWh;7
382;12;6;2;0;0.07;;;;;;10713;-7242;-7240;;;Target not reached even at 300.0 €/MWh;7
383;12;6;4;0;0.07;;;;;;12549;-6547;-6546;;;Target not reached even at 300.0 €/MWh;7
384;12;8;2;0;0.07;;;;;;11951;-8137;-8134;;;Target not reached even at 300.0 €/MWh;7
385;12;8;4;0;0.07;;;;;;14399;-7426;-7426;;;Target not reached even at 300.0 €/MWh;7
386;12;10;2;0;0.07;;;;;;13189;-9102;-9099;;;Target not reached even at 300.0 €/MWh;7
387;12;10;4;0;0.07;;;;;;16249;-8495;-8495;;;Target not reached even at 300.0 €/MWh;7
388;12;12;2;0;0.07;;;;;;14427;-10155;-10154;;;Target not reached even at 300.0 €/MWh;7
389;12;12;4;0;0.07;;;;;;18099;-9814;-9814;;;Target not reached even at 300.0 €/MWh;7
390;12;12;4;0.25;0.07;;;;;;18099;-18443;-674;;0.065226117;Target not reached even at 300.0 €/MWh;7
391;2;0;2;1;0.09;71.47327345;0.09;0;383;336;1879;-7016;18591;;0.432451293;Solved;9
392;4;0;2;1;0.09;72.2099008;0.09;0;572;479;2903;-8625;22669;;0.445344229;Solved;9
393;6;0;2;1;0.09;74.83234447;0.09;0;769;630;3927;-10372;26089;;0.441937649;Solved;9
394;8;0;2;1;0.09;77.50677536;0.09;0;967;783;4951;-12168;29273;;0.43654769;Solved;9
395;2;0;2;0.75;0.09;79.39495286;0.09;0;382;335;1879;-5787;13460;;0.374464075;Solved;9
396;10;0;2;1;0.09;79.96847453;0.09;0;1165;934;5975;-13993;32322;;0.431175548;Solved;9
397;4;0;2;0.75;0.09;80.39753661;0.09;0;569;476;2903;-7124;16391;;0.378699581;Solved;9
398;12;0;2;1;0.09;82.2320878;0.09;0;1361;1085;6999;-15841;35261;;0.426059704;Solved;9
399;6;0;2;0.75;0.09;83.4367922;0.09;0;762;623;3927;-8579;18817;;0.372515523;Solved;9
400;6;2;2;1;0.09;85.09901064;0.09;0;1045;827;5165;-11753;24883;;0.371723368;Solved;9
401;4;2;2;1;0.09;85.18871362;0.09;0;860;688;4141;-10130;21362;;0.359539799;Solved;9
402;8;2;2;1;0.09;86.34212888;0.09;0;1237;974;6189;-13516;28096;;0.377154517;Solved;9
403;8;0;2;0.75;0.09;86.49490876;0.09;0;955;771;4951;-10076;21062;;0.365876922;Solved;9
404;6;2;4;1;0.09;87.592733;0.09;0;1117;918;5777;-12057;24593;;0.34932975;Solved;9
405;10;2;2;1;0.09;87.80913879;0.09;0;1429;1121;7213;-15328;31156;;0.379911183;Solved;9
406;8;2;4;1;0.09;88.11347829;0.09;0;1305;1060;6801;-13755;27859;;0.357721555;Solved;9
407;4;2;4;1;0.09;88.70801507;0.09;0;937;783;4753;-10512;21010;;0.334068093;Solved;9
408;2;2;2;1;0.09;88.82380379;0.09;0;695;569;3117;-8640;17182;;0.330142762;Solved;9
409;10;2;4;1;0.09;89.28053328;0.09;0;1497;1207;7825;-15545;30936;;0.362518439;Solved;9
410;10;0;2;0.75;0.09;89.30911934;0.09;0;1147;917;5975;-11598;23202;;0.35987228;Solved;9
411;12;2;2;1;0.09;89.36446742;0.09;0;1622;1268;8237;-17181;34091;;0.381011205;Solved;9
412;12;2;4;1;0.09;90.55032693;0.09;0;1689;1353;8849;-17366;33897;;0.365431497;Solved;9
413;12;0;2;0.75;0.09;91.89757369;0.09;0;1339;1063;6999;-13140;25258;;0.354454115;Solved;9
414;2;2;4;1;0.09;93.66183719;0.09;0;781;674;3729;-9051;16807;;0.303632115;Solved;9
415;2;0;2;0.5;0.09;95.2383114;0.09;0;381;335;1879;-4559;8329;;0.304804133;Solved;9
416;8;4;2;1;0.09;95.41031099;0.09;0;1507;1164;7427;-14904;26887;;0.334466223;Solved;9
417;10;4;2;1;0.09;95.51795851;0.09;0;1693;1305;8451;-16645;30007;;0.34178188;Solved;9
418;12;4;2;1;0.09;96.15511196;0.09;0;1882;1448;9475;-18457;32975;;0.346536232;Solved;9
419;6;4;2;1;0.09;96.22679525;0.09;0;1325;1028;6403;-13255;23582;;0.323438751;Solved;9
420;4;0;2;0.5;0.09;96.77280849;0.09;0;566;473;2903;-5624;10112;;0.301416466;Solved;9
421;6;2;2;0.75;0.09;96.87489127;0.09;0;1038;820;5165;-9984;17731;;0.314206083;Solved;9
422;4;2;2;0.75;0.09;97.42356436;0.09;0;857;684;4141;-8634;15157;;0.305827838;Solved;9
423;8;2;2;0.75;0.09;97.80084053;0.09;0;1224;960;6189;-11427;20047;;0.317420492;Solved;9
424;12;4;4;1;0.09;98.97602303;0.09;0;2017;1618;10699;-18920;32511;;0.322829135;Solved;9
425;4;4;2;1;0.09;99.01933456;0.09;0;1154;903;5379;-11727;19982;;0.305780604;Solved;9
426;10;4;4;1;0.09;99.1093731;0.09;0;1832;1479;9675;-17192;29476;;0.315882957;Solved;9
427;10;2;2;0.75;0.09;99.14601836;0.09;0;1412;1102;7213;-12919;22234;;0.318533241;Solved;9
428;8;4;4;1;0.09;99.98831707;0.09;0;1651;1344;8651;-15543;26283;;0.30629742;Solved;9
429;6;2;4;0.75;0.09;100.1769962;0.09;0;1112;911;5777;-10300;17460;;0.295387707;Solved;9
430;8;2;4;0.75;0.09;100.4167037;0.09;0;1296;1049;6801;-11706;19805;;0.300931996;Solved;9
431;12;2;2;0.75;0.09;100.6835915;0.09;0;1600;1245;8237;-14447;24314;;0.318365664;Solved;9
432;6;0;2;0.5;0.09;100.6948058;0.09;0;755;616;3927;-6785;11545;;0.292903053;Solved;9
433;10;2;4;0.75;0.09;101.3030828;0.09;0;1482;1189;7825;-13172;22012;;0.303948928;Solved;9
434;4;2;4;0.75;0.09;102.0060609;0.09;0;935;780;4753;-9021;14834;;0.284207961;Solved;9
435;2;2;2;0.75;0.09;102.0760892;0.09;0;693;568;3117;-7386;12110;;0.284795728;Solved;9
436;6;4;4;1;0.09;102.0952553;0.09;0;1474;1214;7627;-13992;22901;;0.293019037;Solved;9
437;12;2;4;0.75;0.09;102.4342415;0.09;0;1668;1331;8849;-14669;24119;;0.305494242;Solved;9
438;12;6;2;1;0.09;103.356185;0.09;0;2144;1631;10713;-19811;31796;;0.31813803;Solved;9
439;10;6;2;1;0.09;103.867483;0.09;0;1961;1493;9689;-18069;28770;;0.310921519;Solved;9
440;8;0;2;0.5;0.09;104.6037918;0.09;0;945;760;4951;-7983;12850;;0.285273944;Solved;9
441;8;6;2;1;0.09;105.1770303;0.09;0;1781;1359;8665;-16399;25593;;0.30101382;Solved;9
442;4;4;4;1;0.09;106.7062652;0.09;0;1315;1101;6603;-12542;19239;;0.273855113;Solved;9
443;2;4;2;1;0.09;107.4670631;0.09;0;1027;823;4355;-10283;15764;;0.274359188;Solved;9
444;6;6;2;1;0.09;107.789408;0.09;0;1607;1232;7641;-14817;22234;;0.287371093;Solved;9
445;10;0;2;0.5;0.09;108.1881789;0.09;0;1133;903;5975;-9202;14082;;0.278810955;Solved;9
446;2;2;4;0.75;0.09;108.3003919;0.09;0;781;673;3729;-7796;11770;;0.261737344;Solved;9
447;12;6;4;1;0.09;108.5429824;0.09;0;2352;1892;12549;-20689;30954;;0.289390768;Solved;9
448;10;4;2;0.75;0.09;109.471094;0.09;0;1678;1288;8451;-14295;21161;;0.286155434;Solved;9
449;12;4;2;0.75;0.09;109.6892053;0.09;0;1861;1426;9475;-15778;23300;;0.289526206;Solved;9
450;8;4;2;0.75;0.09;109.8648269;0.09;0;1496;1152;7427;-12856;18900;;0.280871071;Solved;9
451;10;6;4;1;0.09;110.1536544;0.09;0;2173;1760;11525;-19053;27845;;0.280362858;Solved;9
452;12;8;2;1;0.09;110.9952654;0.09;0;2408;1815;11951;-21245;30551;;0.29417249;Solved;9
453;12;0;2;0.5;0.09;111.4768043;0.09;0;1321;1045;6999;-10439;15254;;0.273221405;Solved;9
454;6;4;2;0.75;0.09;111.4819136;0.09;0;1318;1021;6403;-11493;16478;;0.272382926;Solved;9
455;10;8;2;1;0.09;112.6149493;0.09;0;2230;1683;10927;-19564;27477;;0.285290983;Solved;9
456;8;6;4;1;0.09;112.8697193;0.09;0;2000;1633;10501;-17495;24579;;0.268751798;Solved;9
457;4;6;2;1;0.09;113.6981922;0.09;0;1461;1132;6617;-13355;18580;;0.267676346;Solved;9
458;12;4;4;0.75;0.09;113.7666921;0.09;0;2000;1601;10699;-16303;22820;;0.269435991;Solved;9
459;10;4;4;0.75;0.09;114.3302243;0.09;0;1819;1465;9675;-14875;20644;;0.264378357;Solved;9
460;8;8;2;1;0.09;115.2667102;0.09;0;2056;1555;9903;-17947;24257;;0.27390148;Solved;9
461;4;4;2;0.75;0.09;115.5174854;0.09;0;1151;900;5379;-10212;13826;;0.258713773;Solved;9
462;8;4;4;0.75;0.09;115.9126014;0.09;0;1641;1333;8651;-13513;18321;;0.25707183;Solved;9
463;6;6;4;1;0.09;117.2955943;0.09;0;1837;1516;9477;-16007;21144;;0.253904159;Solved;9
464;2;4;4;1;0.09;117.496626;0.09;0;1205;1037;5579;-11122;15002;;0.243685219;Solved;9
465;12;8;4;1;0.09;118.7295925;0.09;0;2690;2169;14399;-22584;29297;;0.262379778;Solved;9
466;12;10;2;1;0.09;118.9638717;0.09;0;2675;2003;13189;-22746;29254;;0.273374694;Solved;9
467;6;4;4;0.75;0.09;119.1710447;0.09;0;1469;1208;7627;-12245;15832;;0.246558267;Solved;9
468;12;6;2;0.75;0.09;119.2100284;0.09;0;2125;1610;10713;-17169;22179;;0.265165663;Solved;9
469;6;2;2;0.5;0.09;119.7931747;0.09;0;1029;811;5165;-8215;10618;;0.247553852;Solved;9
470;6;8;2;1;0.09;119.8793822;0.09;0;1898;1443;8879;-16413;20858;;0.258960253;Solved;9
471;10;6;2;0.75;0.09;120.4263235;0.09;0;1946;1477;9689;-15737;19972;;0.259426164;Solved;9
472;8;2;2;0.5;0.09;120.4516215;0.09;0;1212;948;6189;-9378;12041;;0.248677201;Solved;9
473;4;2;2;0.5;0.09;121.301109;0.09;0;852;679;4141;-7112;8968;;0.242016995;Solved;9
474;10;10;2;1;0.09;121.5953993;0.09;0;2501;1875;12165;-21100;26150;;0.263596632;Solved;9
475;10;8;4;1;0.09;121.7372645;0.09;0;2518;2043;13375;-21012;26135;;0.252243127;Solved;9
476;10;2;2;0.5;0.09;121.8468234;0.09;0;1396;1086;7213;-10582;13347;;0.248184315;Solved;9
477;8;6;2;0.75;0.09;122.6936946;0.09;0;1771;1348;8665;-14361;17640;;0.251528038;Solved;9
478;12;2;2;0.5;0.09;123.5053342;0.09;0;1580;1225;8237;-11806;14570;;0.246980553;Solved;9
479;8;2;4;0.5;0.09;124.6357318;0.09;0;1285;1039;6801;-9720;11812;;0.235779607;Solved;9
480;6;2;4;0.5;0.09;124.8095426;0.09;0;1104;904;5777;-8570;10369;;0.232701706;Solved;9
481;10;2;4;0.5;0.09;125.3469841;0.09;0;1467;1176;7825;-10907;13143;;0.236940531;Solved;9
482;4;6;4;1;0.09;125.5085958;0.09;0;1707;1432;8453;-14601;17446;;0.234126835;Solved;9
483;4;4;4;0.75;0.09;125.5837461;0.09;0;1315;1099;6603;-11031;13121;;0.23131442;Solved;9
484;8;10;2;1;0.09;125.6170459;0.09;0;2335;1756;11141;-19522;22900;;0.251320933;Solved;9
485;8;8;4;1;0.09;126.0959647;0.09;0;2352;1924;12351;-19501;22832;;0.239850554;Solved;9
486;12;6;4;0.75;0.09;126.1217762;0.09;0;2336;1874;12549;-18085;21358;;0.240990863;Solved;9
487;2;4;2;0.75;0.09;126.2798245;0.09;0;1024;819;4355;-8999;10742;;0.234496502;Solved;9
488;2;6;2;1;0.09;126.4346944;0.09;0;1364;1081;5593;-11946;14336;;0.236775492;Solved;9
489;12;2;4;0.5;0.09;126.5376261;0.09;0;1651;1314;8849;-12122;14384;;0.237063215;Solved;9
490;6;6;2;0.75;0.09;126.5945215;0.09;0;1601;1224;7641;-13043;15163;;0.240650707;Solved;9
491;12;12;2;1;0.09;127.0815962;0.09;0;2941;2190;14427;-24276;27932;;0.255306446;Solved;9
492;4;2;4;0.5;0.09;127.8943062;0.09;0;930;776;4753;-7506;8674;;0.224740249;Solved;9
493;2;2;2;0.5;0.09;128.0439254;0.09;0;691;565;3117;-6111;7050;;0.228310576;Solved;9
494;4;8;2;1;0.09;128.6289773;0.09;0;1772;1364;7855;-14999;17165;;0.238551792;Solved;9
495;10;6;4;0.75;0.09;128.7900028;0.09;0;2162;1747;11525;-16760;19069;;0.233648383;Solved;9
496;12;10;4;1;0.09;129.2140979;0.09;0;3029;2447;16249;-24537;27592;;0.240002433;Solved;9
497;12;8;2;0.75;0.09;129.3534188;0.09;0;2391;1797;11951;-18644;20958;;0.24405793;Solved;9
498;10;12;2;1;0.09;130.7195676;0.09;0;2773;2068;13403;-22660;24805;;0.244880774;Solved;9
499;10;8;2;0.75;0.09;131.8858308;0.09;0;2216;1668;10927;-17241;18710;;0.236965407;Solved;9
500;6;10;2;1;0.09;132.3192165;0.09;0;2194;1660;10117;-18030;19467;;0.235709029;Solved;9
501;8;6;4;0.75;0.09;132.7973597;0.09;0;1992;1623;10501;-15480;16662;;0.224243282;Solved;9
