charging_scenario;pv_mw;bess_power_mw;bess_duration_h;bess_energy_mwh;contract_share;year;merchant_revenue_eur;ppa_delivered_mwh;total_output_mwh;rev_da_eur;rev_idc_eur;rev_afrr_up_capacity_eur;rev_afrr_up_activation_eur;rev_afrr_dn_capacity_eur;rev_afrr_dn_activation_eur;hydro_annual_mwh;pv_annual_mwh;pv_curtailed_mwh;bess_charge_mwh;bess_discharge_mwh;hydro_to_bess_mwh;ppa_shortfall_mwh;total_cycles;final_soc_mwh;final_degradation;total_throughput_mwh;solve_time_s;status
D;0;2;4;8;0;2038;1931547.451;4.96287499;38267.31394;1750361.056;-906.1266463;19582.43276;27378.60125;16399.52211;118731.9653;34851.64197;0;0;4519.05701;3980.130769;94.26536127;0;536;0.392392539;0.980981346;8499.18778;51.5;ok
D;0;2;4;8;0;2039;985466.0884;0.5;14049.54654;829845.9393;-879.5201663;15500.66891;26429.52438;8694.806911;105874.669;10438.59289;0;0;4610.832079;4060.899137;12.9702917;0;547;0.392236415;0.980591038;8671.731217;53.6;ok
D;0;2;4;8;0;2040;1613241.332;1.295554307;29717.72468;1439530.306;-969.2416739;13134.04134;30142.79822;18909.79457;112493.6335;26194.38028;0;0;4582.043931;4035.569466;34.86788137;0;543;0.392293187;0.980732968;8617.613397;50;ok
D;0;2;4;8;0;2041;1755362.052;3.34E-11;28102.75003;1594073.579;-701.8989103;12069.60477;29265.33616;12511.54997;108143.8811;24504.82543;0;0;4594.66217;4046.673143;34.33547603;0;545;0.392264801;0.980662003;8641.335313;49.3;ok
D;0;2;4;8;0;2042;1588555.741;1.268437228;31909.77797;1432454.954;-955.6012221;18938.5261;26604.77813;15661.20861;95851.87546;28356.89406;0;0;4593.27157;4045.447421;51.68030663;0;545;0.392264801;0.980662003;8638.718992;55;ok
D;0;2;4;8;0;2043;1463858.361;2.507189217;26393.14627;1321239.822;-768.3868647;14446.2555;25868.21664;8738.164486;94334.28911;22850.43741;0;0;4576.465304;4030.657712;30.83459456;0;543;0.392293187;0.980732968;8607.123016;50;ok
D;0;2;4;8;0;2044;1396853.602;0;19488.67665;1257561.867;-819.1902622;11675.60944;20030.45938;13283.36834;95121.48827;15969.25618;0;0;4391.203607;3867.632692;29.50263562;0;520;0.392619627;0.981549067;8258.8363;50.2;ok
D;0;2;4;8;0.25;2035;1784877.133;8508.448394;36487.29995;1612748.238;-976.3337947;13707.20263;21995.3817;6685.566243;130717.0782;32936.18396;0;0;4366.205168;3845.631927;8.608393051;39.25660566;517;0.392662206;0.981655515;8211.837095;58.7;ok
D;0;2;4;8;0.25;2036;2001478.48;9970.80127;42298.18285;1829971.085;-675.2929722;13965.51376;23572.03709;14029.37559;120615.761;38699.07941;0;0;4473.712293;3940.233006;18.87400365;57.44873055;530;0.392477697;0.981194242;8413.945299;56.9;ok
D;0;2;4;8;0.25;2037;1100374.315;3510.137024;17724.11198;922032.6425;-947.9013084;11630.37816;22422.54632;22561.97058;122674.6786;13992.81181;0;0;4613.426623;4063.189922;0.022652576;2.108125;547;0.392236415;0.980591038;8676.616545;52.7;ok
